160	170
121.25	198.75
162.5	323.75
96.25	257.5
373.75	363.75
201.25	333.75
187.5	208.75
531.25	472.5
311.25	250
116.25	116.25
71.25	148.75
45	53.75
113.75	110
105	68.75
172.5	223.75
301.25	282.5
267.5	300
177.5	108.75
281.25	221.25
168.75	218.75
252.5	235
167.5	242.5
50	143.75
278.75	267.5
230	240
221.25	233.75
163.75	115
235	266.25
262.5	275
415	388.75
318.75	255
223.75	185
440	452.5
408.75	486.25
72.5	105
210	235
230	188.75
1.25	47.5
82.5	53.75
157.5	128.75
232.5	243.75
107.5	148.75
141.25	171.25
140	103.75
113.75	162.5
83.75	98.75
227.5	162.5
298.75	367.5
206.25	167.5
83.75	145
17.5	90
210	117.5
86.25	121.25
115	115
173.75	182.5
126.25	126.25
6.25	118.75
350	426.25
103.75	86.25
2.5	167.5
62.5	6.25
92.5	318.75
90	40
98.75	1.25
93.75	85
115	35
228.75	248.75
191.25	205
131.25	196.25
63.75	81.25
126.25	118.75
102.5	135
92.5	162.5
223.75	257.5
161.25	180
320	291.25
203.75	166.25
202.5	162.5
362.5	485
187.5	125
286.25	308.75
141.25	313.75
72.5	6.25
435	405
105	106.25
216.25	131.25
121.25	152.5
177.5	101.25
45	6.25
165	165
238.75	200
172.5	236.25
263.75	282.5
191.25	402.5
428.75	428.75
150	160
327.5	346.25
301.25	262.5
115	155
102.5	218.75
162.5	176.25
162.5	217.5
152.5	17.5
1.25	112.5
148.75	181.25
166.25	253.75
143.75	142.5
300	280
76.25	118.75
203.75	183.75
126.25	135
86.25	126.25
6.25	27.5
176.25	242.5
120	200
50	91.25
71.25	116.25
303.75	368.75
233.75	173.75
617.5	571.25
341.25	332.5
46.25	15
31.25	1.25
162.5	121.25
127.5	88.75
98.75	178.75
95	185
111.25	91.25
208.75	177.5
246.25	256.25
186.25	215
190	158.75
350	363.75
443.75	456.25
473.75	410
1.25	122.5
25	133.75
338.75	296.25
193.75	238.75
177.5	155
58.75	98.75
136.25	162.5
108.75	171.25
35	28.75
51.25	120
157.5	170
295	257.5
233.75	223.75
465	478.75
98.75	220
87.5	107.5
200	191.25
100	88.75
158.75	170
91.25	71.25
172.5	172.5
451.25	412.5
91.25	110
226.25	213.75
141.25	158.75
220	252.5
293.75	247.5
128.75	163.75
233.75	318.75
63.75	6.25
115	137.5
402.5	365
67.5	163.75
290	303.75
355	457.5
201.25	406.25
118.75	178.75
337.5	387.5
83.75	186.25
193.75	145
1.25	1.25
366.25	313.75
166.25	237.5
87.5	170
205	228.75
252.5	172.5
227.5	120
66.25	55
96.25	280
308.75	202.5
185	167.5
283.75	286.25
171.25	347.5
378.75	411.25
175	260
331.25	323.75
126.25	177.5
77.5	96.25
215	267.5
47.5	65
298.75	222.5
217.5	121.25
110	162.5
108.75	62.5
281.25	328.75
131.25	143.75
42.5	56.25
353.75	371.25
151.25	285
476.25	378.75
260	293.75
460	358.75
165	168.75
100	36.25
61.25	72.5
423.75	482.5
75	222.5
106.25	131.25
183.75	278.75
123.75	213.75
132.5	102.5
100	88.75
231.25	245
132.5	188.75
231.25	318.75
445	415
226.25	175
78.75	181.25
105	75
213.75	183.75
122.5	182.5
6.25	132.5
653.75	550
35	158.75
170	171.25
80	82.5
580	482.5
72.5	90
57.5	113.75
318.75	227.5
76.25	126.25
123.75	90
208.75	60
322.5	291.25
330	320
177.5	126.25
336.25	323.75
77.5	76.25
122.5	75
53.75	117.5
92.5	71.25
110	218.75
416.25	322.5
135	143.75
218.75	290
167.5	232.5
208.75	338.75
162.5	125
70	218.75
91.25	123.75
148.75	160
125	75
137.5	160
403.75	392.5
260	230
6.25	6.25
120	195
47.5	161.25
82.5	6.25
265	257.5
100	140
232.5	347.5
41.25	216.25
140	197.5
253.75	342.5
447.5	391.25
231.25	231.25
47.5	136.25
85	167.5
103.75	121.25
142.5	135
212.5	172.5
425	407.5
338.75	342.5
426.25	367.5
206.25	238.75
5	6.25
66.25	142.5
338.75	292.5
413.75	370
133.75	215
256.25	265
193.75	193.75
