143.75	192.5
87.5	118.75
1.25	218.75
6.25	58.75
287.5	317.5
233.75	185
245	243.75
338.75	241.25
233.75	256.25
56.25	61.25
147.5	213.75
77.5	128.75
125	102.5
132.5	161.25
173.75	275
37.5	220
166.25	273.75
401.25	401.25
245	411.25
407.5	468.75
170	241.25
166.25	151.25
205	196.25
218.75	221.25
227.5	302.5
348.75	300
326.25	336.25
112.5	207.5
311.25	212.5
45	83.75
90	337.5
62.5	210
302.5	293.75
147.5	175
126.25	193.75
6.25	43.75
130	146.25
338.75	392.5
212.5	201.25
308.75	300
277.5	265
127.5	186.25
131.25	163.75
117.5	160
76.25	107.5
88.75	73.75
178.75	281.25
216.25	340
211.25	222.5
163.75	235
28.75	128.75
232.5	206.25
143.75	205
317.5	301.25
110	96.25
255	370
61.25	72.5
181.25	232.5
53.75	56.25
27.5	43.75
146.25	262.5
110	236.25
337.5	306.25
80	101.25
167.5	472.5
166.25	203.75
267.5	217.5
105	146.25
120	110
316.25	358.75
405	342.5
361.25	331.25
200	233.75
442.5	368.75
317.5	205
105	132.5
467.5	405
2.5	148.75
76.25	100
216.25	305
290	255
122.5	143.75
191.25	168.75
43.75	103.75
48.75	128.75
138.75	247.5
187.5	153.75
163.75	168.75
208.75	526.25
226.25	236.25
205	175
425	376.25
285	207.5
142.5	266.25
268.75	186.25
78.75	101.25
211.25	247.5
221.25	192.5
183.75	238.75
175	111.25
185	167.5
253.75	196.25
96.25	128.75
163.75	143.75
150	92.5
176.25	245
302.5	293.75
177.5	227.5
81.25	75
120	123.75
157.5	167.5
137.5	100
61.25	6.25
143.75	158.75
1.25	2.5
1.25	87.5
175	261.25
252.5	326.25
166.25	187.5
301.25	225
235	353.75
103.75	105
65	86.25
211.25	303.75
7.5	136.25
505	477.5
172.5	215
318.75	341.25
251.25	221.25
225	258.75
160	131.25
126.25	160
92.5	75
260	183.75
223.75	278.75
220	223.75
220	248.75
95	96.25
270	291.25
80	90
91.25	238.75
38.75	73.75
346.25	325
127.5	87.5
93.75	143.75
93.75	128.75
297.5	241.25
107.5	231.25
362.5	383.75
210	322.5
271.25	338.75
100	110
241.25	261.25
95	268.75
1.25	2.5
148.75	106.25
130	131.25
115	206.25
152.5	155
81.25	113.75
601.25	577.5
1.25	108.75
190	386.25
127.5	226.25
101.25	117.5
170	310
125	136.25
146.25	212.5
160	175
83.75	66.25
158.75	212.5
153.75	267.5
196.25	207.5
6.25	68.75
157.5	226.25
131.25	122.5
123.75	225
598.75	503.75
96.25	165
192.5	225
6.25	26.25
225	236.25
110	111.25
136.25	305
147.5	190
220	328.75
240	188.75
187.5	212.5
85	2.5
132.5	88.75
122.5	126.25
166.25	121.25
233.75	311.25
211.25	233.75
141.25	121.25
320	332.5
82.5	96.25
91.25	178.75
268.75	332.5
100	103.75
228.75	315
76.25	98.75
248.75	307.5
140	152.5
72.5	72.5
161.25	211.25
283.75	227.5
96.25	76.25
226.25	158.75
122.5	153.75
165	353.75
160	172.5
378.75	357.5
122.5	163.75
133.75	173.75
205	258.75
43.75	197.5
213.75	243.75
177.5	170
251.25	220
302.5	207.5
142.5	171.25
2.5	81.25
7.5	117.5
260	263.75
207.5	176.25
377.5	316.25
