277.5	312.5
141.25	120
208.75	111.25
135	210
133.75	183.75
253.75	305
7.5	1.25
300	268.75
50	107.5
188.75	101.25
160	291.25
131.25	97.5
333.75	365
233.75	376.25
86.25	223.75
463.75	530
128.75	116.25
91.25	127.5
360	437.5
77.5	135
177.5	175
376.25	278.75
88.75	253.75
388.75	292.5
191.25	221.25
297.5	405
2.5	43.75
145	156.25
108.75	100
120	173.75
130	131.25
126.25	191.25
142.5	173.75
347.5	226.25
68.75	95
227.5	260
150	211.25
511.25	500
317.5	350
190	300
217.5	153.75
315	353.75
178.75	111.25
195	196.25
151.25	183.75
156.25	187.5
187.5	180
1.25	162.5
142.5	82.5
316.25	221.25
447.5	395
205	192.5
172.5	173.75
152.5	152.5
330	330
53.75	63.75
133.75	132.5
90	102.5
55	116.25
317.5	298.75
100	212.5
167.5	236.25
263.75	275
248.75	237.5
2.5	2.5
177.5	255
227.5	191.25
171.25	113.75
67.5	92.5
311.25	340
90	208.75
277.5	217.5
167.5	275
353.75	276.25
242.5	286.25
328.75	330
60	52.5
115	177.5
188.75	262.5
178.75	125
365	250
87.5	180
1.25	72.5
131.25	253.75
148.75	141.25
22.5	7.5
175	155
98.75	118.75
73.75	151.25
465	527.5
1.25	138.75
160	191.25
85	96.25
41.25	156.25
196.25	243.75
52.5	62.5
83.75	153.75
111.25	198.75
393.75	393.75
103.75	227.5
393.75	288.75
552.5	485
227.5	228.75
251.25	306.25
176.25	156.25
116.25	143.75
53.75	53.75
295	233.75
171.25	141.25
121.25	3.75
411.25	368.75
337.5	350
421.25	255
111.25	150
110	96.25
91.25	168.75
382.5	315
160	132.5
161.25	113.75
171.25	160
243.75	191.25
158.75	180
112.5	122.5
135	367.5
115	127.5
471.25	442.5
248.75	177.5
160	247.5
387.5	417.5
221.25	303.75
115	253.75
170	242.5
215	317.5
1.25	1.25
191.25	141.25
245	308.75
487.5	475
337.5	378.75
391.25	302.5
283.75	348.75
98.75	82.5
156.25	203.75
423.75	312.5
207.5	248.75
406.25	493.75
252.5	308.75
83.75	231.25
122.5	163.75
42.5	163.75
170	206.25
218.75	143.75
56.25	120
118.75	141.25
211.25	131.25
251.25	250
153.75	166.25
121.25	101.25
123.75	102.5
640	457.5
108.75	77.5
298.75	230
110	120
303.75	355
48.75	56.25
361.25	342.5
190	192.5
172.5	275
148.75	103.75
120	176.25
240	272.5
328.75	292.5
166.25	166.25
202.5	160
