1.25 111.25 77.890147002
2.5 82.5 55.2692274236
6.25 38.75 45.0809457162
16.25 70.8333333333 45.5216676125
28.75 114.583333333 35.3012826333
45.0 120.416666667 9.26087948787
62.5 71.5 46.7800705429
63.75 145.5 41.045706231
68.75 109.166666667 31.1971775789
71.25 103.75 57.4728196629
73.75 88.4375 57.4957539193
77.5 106.5625 61.8678973196
81.25 64.0625 36.9900218809
82.5 93.3333333333 16.2125637153
91.25 105.9375 64.6829708559
93.75 173.75 86.1729728511
98.75 191.25 45.9619407771
100.0 149.583333333 32.2156363001
101.25 146.25 62.7079872637
108.75 105.0 54.4690278966
110.0 142.321428571 82.8602216177
113.75 146.5625 93.5054101042
120.0 171.25 56.894456379
121.25 130.9375 49.004743074
122.5 245.833333333 139.157933858
128.75 150.833333333 32.8321700302
130.0 110.416666667 14.7667042889
131.25 182.291666667 28.1774202845
132.5 199.6875 50.9854069195
137.5 175.0 59.8331012066
138.75 149.6875 52.3612377504
140.0 161.071428571 36.9025536974
141.25 166.875 92.5232234361
142.5 132.5 12.9602758458
145.0 308.0 173.920959059
147.5 212.5 52.5693985762
151.25 160.0 47.4670938651
156.25 186.25 55.7897840111
163.75 170.833333333 10.0173460668
165.0 188.958333333 63.6863107783
166.25 187.083333333 70.9484358922
167.5 217.083333333 63.5932167941
168.75 176.0 44.0553628972
171.25 187.1875 61.2523915349
172.5 154.6875 21.7294263327
176.25 210.625 62.6841038462
177.5 210.833333333 27.6573779588
180.0 201.25 54.7365851145
182.5 182.5 52.9543828844
183.75 183.75 14.1789162726
187.5 243.75 66.9129565182
190.0 192.8125 36.9266058385
196.25 175.0 19.685019685
197.5 166.666666667 28.6744175568
198.75 226.666666667 35.9735628236
207.5 197.5 52.8500236518
215.0 225.625 15.674920255
218.75 241.25 25.8803335888
223.75 215.625 14.6442181423
225.0 223.4375 64.9240842735
233.75 240.625 79.1186806323
252.5 245.75 68.4771859819
261.25 245.3125 25.9563184745
262.5 262.083333333 45.6701640996
268.75 252.5 24.4948974278
273.75 237.5 42.1801691161
283.75 257.083333333 40.393034328
295.0 311.666666667 14.1544064596
296.25 270.0 12.0329408985
302.5 317.5 27.2144263213
308.75 270.416666667 42.0358643171
346.25 311.666666667 23.8339160768
356.25 367.916666667 44.9111777722
438.75 411.25 42.438681255
