1.25 153.125 91.63415955
2.5 122.321428571 83.1023158399
5.0 83.3333333333 57.4667778421
6.25 109.090909091 78.0699185992
7.5 72.9166666667 47.6623686874
8.75 64.5833333333 27.0480539452
51.25 115.0 30.0104148588
53.75 105.0 66.0787882001
55.0 162.5 101.504310253
56.25 92.5 26.1605619206
58.75 150.3125 31.2796734118
63.75 108.571428571 49.8857112175
65.0 197.5 90.5365948112
66.25 155.416666667 17.2098970234
71.25 117.1875 72.7225839664
72.5 205.9375 61.1694304269
73.75 135.5 66.8094304721
75.0 92.5 49.8309642692
76.25 186.666666667 62.9470125494
77.5 173.125 153.766513341
78.75 103.25 11.7951261121
80.0 128.75 35.472994423
81.25 107.25 24.4617047648
82.5 131.527777778 69.3641202124
83.75 127.884615385 55.4058119161
85.0 145.833333333 44.4565955612
86.25 102.5 32.6630525212
87.5 210.0 40.24340008
88.75 158.75 45.4262222364
90.0 131.875 40.24340008
91.25 191.875 53.0698242884
92.5 176.634615385 67.0540550733
93.75 184.166666667 28.9455907216
95.0 138.846153846 51.4021230538
96.25 165.416666667 34.9751896191
98.75 197.5 92.3140021882
100.0 119.821428571 59.5759890341
101.25 182.083333333 95.1251003796
102.5 187.291666667 63.2184401939
103.75 167.0 44.2090205727
105.0 179.444444444 50.460074671
106.25 162.777777778 60.2044484842
107.5 154.583333333 51.3701166914
108.75 142.5 25.0374719171
110.0 146.041666667 53.8294793512
111.25 171.666666667 30.4879302165
112.5 130.25 62.5769526263
115.0 180.9375 36.9953016443
116.25 190.714285714 72.0951044221
117.5 169.0625 29.2934372983
118.75 194.0 42.3408785927
120.0 161.805555556 62.3222781838
121.25 163.068181818 48.4133587534
122.5 170.277777778 63.5079221266
123.75 197.0 44.4662793586
125.0 180.46875 83.1976597383
126.25 212.5 74.6999205154
127.5 147.03125 69.06444426
128.75 151.25 83.7723850681
131.25 165.277777778 32.6374113141
132.5 151.022727273 58.8063515572
133.75 174.5 25.7220722338
135.0 193.392857143 50.1013004434
136.25 180.78125 59.8237564512
137.5 179.285714286 58.4275235673
138.75 176.75 44.8337205683
140.0 210.5 59.0529423484
141.25 166.09375 31.9877753749
142.5 197.767857143 53.1720979702
143.75 155.178571429 53.3286163943
145.0 202.265625 66.0569397347
146.25 195.25 71.4947550524
147.5 201.25 41.6739576954
148.75 170.25 76.8659547524
150.0 183.125 26.3959237699
151.25 206.770833333 56.5880083673
152.5 161.517857143 84.0070396862
153.75 188.416666667 27.5206992805
155.0 209.821428571 59.960658871
156.25 193.409090909 64.8755165269
157.5 205.625 35.4931771613
158.75 163.392857143 46.0381939928
160.0 226.071428571 81.8819614582
161.25 186.666666667 53.7096101477
162.5 211.25 48.6835627878
163.75 228.977272727 53.9249746645
165.0 179.423076923 95.1966782213
166.25 208.660714286 81.9999241693
167.5 200.416666667 52.2248078556
168.75 183.958333333 44.9039290845
170.0 222.65625 46.0783872704
171.25 182.386363636 52.1973270428
172.5 188.625 43.9866812228
173.75 192.75 58.8743365143
175.0 203.625 95.104301296
176.25 168.625 37.6764598257
177.5 210.833333333 30.1903682212
178.75 220.5 58.6973168041
180.0 233.125 135.041949501
181.25 226.75 24.3233426979
182.5 211.25 36.9422812352
183.75 236.145833333 57.2286585343
185.0 207.5 83.3104135148
186.25 263.055555556 82.3000757541
187.5 194.375 81.6871254136
188.75 170.714285714 79.1270935823
190.0 211.25 57.4082147867
191.25 217.1875 58.7923716884
192.5 268.125 78.9258948318
193.75 223.59375 51.8841765227
195.0 222.5 31.8361691582
196.25 232.75 100.1402142
197.5 256.25 62.7578016398
198.75 236.25 82.4621125124
200.0 228.928571429 23.6173794534
201.25 278.571428571 82.428076255
202.5 189.821428571 44.3173849888
203.75 261.25 84.9775297097
205.0 190.357142857 82.5965730376
206.25 240.0 73.3143914931
207.5 252.5 121.118915396
208.75 245.375 67.1659558482
210.0 242.5 106.899972716
211.25 287.5 49.0800791225
212.5 213.958333333 37.161084222
213.75 235.25 48.8550150957
216.25 257.8125 64.4076070333
218.75 214.583333333 48.8869159955
220.0 266.25 78.1774823718
221.25 179.6875 37.6909202428
222.5 265.0 78.6297582909
223.75 251.875 36.7689152002
225.0 252.8125 47.7491410263
226.25 235.833333333 20.5986784905
227.5 217.321428571 42.180673106
228.75 290.0 60.8340467995
230.0 257.361111111 82.5787596371
231.25 263.75 53.8516480713
232.5 283.4375 25.7902446431
233.75 325.0 82.8779222713
235.0 279.375 29.4281434175
236.25 237.5 50.3239505603
237.5 238.75 48.5540935452
238.75 226.25 25.3568284689
240.0 256.75 15.8232423984
241.25 283.392857143 44.9588814408
242.5 241.875 70.4810479845
243.75 271.40625 38.8830251966
245.0 260.0 58.0072732509
247.5 224.25 14.6116391962
248.75 304.6875 39.896105308
250.0 300.625 49.0097248003
251.25 274.583333333 44.9111777722
252.5 284.0 39.932755978
253.75 283.75 34.9161943087
255.0 243.75 87.0045496895
256.25 277.5 36.0678923302
260.0 283.75 40.4789039707
261.25 273.541666667 72.2856625749
262.5 303.75 65.498886759
263.75 270.625 37.2229347983
265.0 286.25 49.7598398979
266.25 280.416666667 17.1492630227
268.75 344.583333333 35.4191175623
270.0 303.5 67.1165031866
272.5 291.041666667 35.8629964433
273.75 271.666666667 42.504084771
275.0 311.25 39.9609184079
278.75 248.333333333 18.4089350286
280.0 299.6875 79.4137454648
281.25 345.75 38.9278178171
