1001.76018519 168.0
2072.78055556 126.0
3143.80092593 71.0
4214.8212963 47.0
5285.84166667 23.0
6356.86203704 10.0
7427.88240741 9.0
8498.90277778 6.0
9569.92314815 6.0
10640.9435185 4.0
