110	101.25
371.25	352.5
160	321.25
288.75	277.5
251.25	330
177.5	247.5
155	316.25
152.5	143.75
156.25	208.75
315	272.5
166.25	1.25
171.25	280
217.5	270
321.25	420
261.25	416.25
36.25	251.25
132.5	162.5
213.75	292.5
230	205
76.25	236.25
168.75	170
7.5	82.5
270	272.5
243.75	235
381.25	361.25
56.25	122.5
295	305
447.5	560
411.25	428.75
87.5	257.5
292.5	330
127.5	168.75
97.5	198.75
528.75	590
205	273.75
458.75	498.75
208.75	360
120	192.5
300	367.5
281.25	348.75
128.75	96.25
82.5	187.5
227.5	202.5
178.75	350
75	5
143.75	225
306.25	353.75
133.75	152.5
321.25	383.75
138.75	192.5
141.25	215
203.75	118.75
200	241.25
31.25	210
78.75	126.25
115	203.75
190	242.5
7.5	120
193.75	221.25
231.25	358.75
236.25	247.5
151.25	188.75
186.25	178.75
2.5	208.75
112.5	2.5
153.75	236.25
90	71.25
273.75	328.75
216.25	243.75
212.5	150
213.75	185
610	418.75
7.5	7.5
393.75	563.75
248.75	283.75
208.75	292.5
156.25	188.75
220	231.25
106.25	281.25
176.25	158.75
25	161.25
240	231.25
98.75	132.5
311.25	271.25
171.25	171.25
555	662.5
166.25	187.5
126.25	328.75
108.75	120
145	155
126.25	333.75
95	110
303.75	340
88.75	213.75
223.75	301.25
252.5	283.75
1.25	86.25
190	190
146.25	332.5
295	337.5
291.25	361.25
176.25	235
1.25	156.25
267.5	311.25
78.75	98.75
88.75	102.5
211.25	337.5
333.75	346.25
223.75	253.75
205	195
82.5	145
7.5	107.5
515	660
137.5	118.75
158.75	206.25
95	186.25
150	200
176.25	186.25
275	265
382.5	352.5
138.75	228.75
183.75	386.25
51.25	72.5
108.75	187.5
287.5	291.25
161.25	165
216.25	376.25
82.5	85
357.5	327.5
93.75	248.75
198.75	178.75
348.75	358.75
136.25	156.25
147.5	135
175	231.25
173.75	161.25
170	197.5
156.25	157.5
86.25	102.5
146.25	198.75
8.75	31.25
