145	245
318.75	351.25
210	268.75
88.75	182.5
261.25	343.75
251.25	272.5
81.25	186.25
112.5	203.75
102.5	418.75
152.5	256.25
152.5	321.25
150	347.5
128.75	130
206.25	247.5
285	315
271.25	416.25
82.5	277.5
23.75	111.25
320	340
476.25	592.5
121.25	246.25
163.75	235
143.75	250
162.5	295
288.75	397.5
106.25	251.25
260	442.5
133.75	221.25
395	473.75
338.75	340
217.5	338.75
285	383.75
335	337.5
120	43.75
236.25	227.5
183.75	217.5
92.5	163.75
151.25	187.5
152.5	193.75
145	128.75
153.75	292.5
147.5	173.75
115	255
301.25	358.75
136.25	276.25
127.5	213.75
142.5	248.75
201.25	371.25
222.5	310
218.75	343.75
1.25	216.25
378.75	280
158.75	203.75
150	171.25
6.25	92.5
193.75	247.5
290	268.75
167.5	268.75
87.5	128.75
302.5	283.75
76.25	525
310	430
265	331.25
366.25	452.5
327.5	698.75
142.5	165
270	340
132.5	153.75
172.5	242.5
216.25	266.25
258.75	292.5
141.25	2.5
218.75	250
8.75	135
140	286.25
187.5	270
140	115
183.75	228.75
160	227.5
167.5	203.75
128.75	62.5
150	280
122.5	231.25
181.25	181.25
292.5	333.75
465	558.75
301.25	335
156.25	195
281.25	340
91.25	151.25
107.5	203.75
170	272.5
173.75	316.25
252.5	345
431.25	390
183.75	133.75
332.5	395
108.75	158.75
128.75	157.5
150	271.25
117.5	440
258.75	281.25
145	251.25
113.75	155
103.75	198.75
166.25	252.5
265	402.5
188.75	273.75
470	481.25
138.75	205
248.75	261.25
191.25	193.75
121.25	285
252.5	297.5
127.5	252.5
111.25	170
210	281.25
265	361.25
160	310
120	210
112.5	263.75
230	180
90	2.5
171.25	301.25
221.25	213.75
298.75	486.25
370	360
5	365
223.75	348.75
291.25	2.5
213.75	347.5
125	202.5
1.25	110
170	252.5
100	292.5
181.25	212.5
298.75	406.25
246.25	183.75
173.75	196.25
410	356.25
182.5	368.75
473.75	555
300	200
182.5	243.75
236.25	393.75
166.25	400
222.5	342.5
100	191.25
73.75	231.25
210	285
155	208.75
302.5	488.75
181.25	147.5
187.5	263.75
191.25	212.5
172.5	201.25
113.75	166.25
