375	455
132.5	168.75
271.25	232.5
120	198.75
153.75	177.5
101.25	148.75
306.25	203.75
256.25	266.25
265	286.25
276.25	278.75
16.25	146.25
176.25	203.75
166.25	97.5
283.75	278.75
248.75	172.5
226.25	486.25
153.75	90
61.25	105
248.75	320
100	176.25
77.5	1.25
133.75	91.25
265	276.25
60	128.75
381.25	360
356.25	391.25
270	240
58.75	106.25
143.75	145
210	168.75
300	302.5
77.5	138.75
155	116.25
106.25	112.5
443.75	376.25
123.75	145
85	145
170	212.5
412.5	343.75
135	115
73.75	132.5
562.5	540
258.75	198.75
85	16.25
108.75	200
81.25	188.75
146.25	146.25
228.75	190
61.25	161.25
355	322.5
191.25	83.75
165	352.5
105	173.75
128.75	217.5
233.75	312.5
290	290
242.5	203.75
296.25	260
148.75	151.25
195	171.25
258.75	197.5
102.5	175
208.75	156.25
175	147.5
47.5	46.25
253.75	253.75
192.5	118.75
228.75	192.5
192.5	213.75
12.5	5
73.75	63.75
188.75	208.75
95	148.75
121.25	93.75
90	131.25
185	448.75
178.75	197.5
140	141.25
146.25	138.75
292.5	307.5
122.5	158.75
186.25	197.5
266.25	392.5
63.75	85
240	243.75
145	167.5
166.25	155
115	212.5
40	116.25
145	245
192.5	213.75
156.25	125
145	225
161.25	147.5
226.25	226.25
163.75	183.75
130	120
115	261.25
122.5	277.5
536.25	645
135	2.5
203.75	256.25
95	162.5
132.5	345
65	75
122.5	160
271.25	252.5
373.75	411.25
217.5	188.75
437.5	420
6.25	81.25
161.25	183.75
202.5	213.75
157.5	178.75
156.25	187.5
2.5	8.75
293.75	370
75	83.75
125	116.25
441.25	375
245	256.25
47.5	133.75
341.25	396.25
127.5	138.75
466.25	418.75
417.5	363.75
300	313.75
103.75	137.5
71.25	193.75
72.5	6.25
217.5	207.5
180	196.25
161.25	160
140	152.5
181.25	201.25
120	110
285	217.5
113.75	116.25
171.25	211.25
62.5	90
205	173.75
508.75	470
255	296.25
141.25	175
376.25	283.75
223.75	312.5
6.25	67.5
202.5	223.75
267.5	248.75
211.25	326.25
248.75	296.25
187.5	251.25
112.5	132.5
256.25	190
17.5	95
228.75	187.5
81.25	177.5
110	178.75
75	137.5
753.75	666.25
308.75	405
46.25	7.5
232.5	543.75
145	143.75
140	187.5
155	236.25
65	105
106.25	141.25
131.25	98.75
80	83.75
296.25	415
367.5	538.75
158.75	142.5
160	195
523.75	557.5
6.25	7.5
66.25	193.75
182.5	113.75
136.25	148.75
231.25	217.5
48.75	258.75
266.25	258.75
143.75	97.5
190	270
70	112.5
90	151.25
70	83.75
58.75	88.75
201.25	260
52.5	152.5
77.5	103.75
161.25	182.5
142.5	256.25
63.75	6.25
110	152.5
330	478.75
283.75	252.5
186.25	1.25
7.5	86.25
278.75	222.5
8.75	85
138.75	116.25
118.75	131.25
342.5	306.25
177.5	210
551.25	416.25
206.25	206.25
286.25	266.25
362.5	308.75
60	131.25
180	280
546.25	381.25
296.25	308.75
208.75	155
136.25	98.75
536.25	440
