160	286.25
290	353.75
7.5	178.75
148.75	168.75
350	416.25
152.5	177.5
181.25	172.5
72.5	95
38.75	228.75
242.5	322.5
175	178.75
131.25	163.75
193.75	281.25
62.5	267.5
306.25	305
85	246.25
173.75	216.25
268.75	272.5
127.5	172.5
142.5	190
152.5	223.75
295	407.5
143.75	341.25
212.5	235
255	245
78.75	165
358.75	406.25
155	187.5
282.5	281.25
86.25	18.75
73.75	180
6.25	123.75
1.25	1.25
236.25	273.75
371.25	392.5
163.75	181.25
193.75	217.5
433.75	531.25
103.75	217.5
245	226.25
267.5	380
176.25	345
358.75	500
261.25	261.25
338.75	500
146.25	347.5
51.25	90
175	136.25
93.75	85
86.25	113.75
173.75	332.5
262.5	303.75
221.25	356.25
226.25	240
245	217.5
343.75	355
282.5	358.75
137.5	208.75
263.75	266.25
278.75	311.25
148.75	232.5
136.25	222.5
356.25	376.25
116.25	128.75
210	397.5
77.5	191.25
195	363.75
135	263.75
241.25	223.75
122.5	175
227.5	257.5
32.5	72.5
207.5	256.25
236.25	303.75
451.25	455
163.75	267.5
148.75	303.75
60	208.75
140	141.25
1.25	1.25
2.5	265
146.25	271.25
188.75	190
383.75	413.75
88.75	212.5
287.5	357.5
106.25	271.25
452.5	327.5
96.25	143.75
122.5	293.75
205	301.25
155	348.75
153.75	205
240	260
176.25	311.25
138.75	338.75
148.75	228.75
242.5	176.25
305	456.25
301.25	340
202.5	252.5
301.25	388.75
82.5	181.25
381.25	380
283.75	338.75
206.25	272.5
145	187.5
56.25	175
195	191.25
113.75	147.5
121.25	248.75
68.75	122.5
8.75	181.25
307.5	318.75
140	160
203.75	241.25
177.5	165
120	308.75
167.5	255
105	310
426.25	428.75
251.25	215
75	122.5
290	290
141.25	290
233.75	448.75
53.75	142.5
156.25	195
238.75	362.5
86.25	2.5
113.75	113.75
136.25	168.75
163.75	165
103.75	243.75
361.25	315
192.5	215
93.75	137.5
190	192.5
16.25	93.75
161.25	233.75
226.25	277.5
141.25	156.25
131.25	213.75
247.5	227.5
160	215
162.5	123.75
177.5	220
153.75	202.5
175	236.25
171.25	172.5
242.5	308.75
263.75	273.75
210	221.25
143.75	185
290	311.25
102.5	167.5
205	233.75
116.25	273.75
125	203.75
226.25	237.5
240	282.5
158.75	140
1.25	167.5
156.25	216.25
172.5	218.75
326.25	315
603.75	633.75
201.25	232.5
52.5	123.75
330	347.5
212.5	272.5
193.75	307.5
187.5	241.25
127.5	158.75
276.25	333.75
216.25	320
218.75	197.5
102.5	142.5
108.75	171.25
127.5	223.75
312.5	535
82.5	142.5
378.75	447.5
173.75	193.75
205	368.75
118.75	252.5
86.25	173.75
122.5	6.25
100	120
157.5	178.75
195	202.5
167.5	291.25
231.25	246.25
112.5	253.75
98.75	257.5
122.5	177.5
93.75	121.25
136.25	213.75
175	167.5
161.25	218.75
573.75	593.75
82.5	157.5
117.5	276.25
323.75	482.5
88.75	187.5
132.5	173.75
246.25	327.5
92.5	216.25
121.25	195
5	178.75
143.75	313.75
228.75	266.25
127.5	177.5
241.25	233.75
186.25	190
123.75	213.75
228.75	315
138.75	292.5
338.75	402.5
170	325
187.5	315
318.75	355
176.25	213.75
370	521.25
76.25	168.75
103.75	105
71.25	165
137.5	132.5
130	237.5
225	276.25
267.5	268.75
405	407.5
141.25	73.75
6.25	200
102.5	211.25
222.5	221.25
185	347.5
335	297.5
86.25	170
256.25	425
130	166.25
47.5	121.25
123.75	267.5
123.75	143.75
108.75	122.5
140	138.75
178.75	357.5
190	226.25
160	220
228.75	233.75
92.5	175
110	1.25
132.5	241.25
220	371.25
192.5	217.5
225	215
260	251.25
260	438.75
146.25	136.25
112.5	185
185	208.75
153.75	265
290	387.5
122.5	177.5
118.75	168.75
221.25	322.5
216.25	218.75
155	1.25
593.75	566.25
173.75	225
123.75	153.75
223.75	205
253.75	315
155	166.25
270	357.5
311.25	441.25
198.75	317.5
177.5	212.5
61.25	167.5
167.5	185
211.25	271.25
116.25	196.25
187.5	273.75
178.75	237.5
62.5	141.25
135	238.75
128.75	93.75
267.5	306.25
171.25	250
121.25	122.5
60	152.5
75	1.25
395	366.25
96.25	227.5
97.5	207.5
115	163.75
123.75	195
160	182.5
43.75	158.75
563.75	588.75
246.25	180
421.25	387.5
156.25	282.5
152.5	308.75
176.25	158.75
53.75	76.25
216.25	230
166.25	167.5
136.25	183.75
162.5	201.25
162.5	207.5
168.75	158.75
125	233.75
180	252.5
57.5	142.5
208.75	210
247.5	311.25
1.25	1.25
150	206.25
128.75	150
150	220
2.5	167.5
185	221.25
203.75	217.5
175	245
212.5	320
156.25	123.75
186.25	357.5
395	508.75
156.25	255
211.25	242.5
73.75	83.75
66.25	118.75
328.75	560
301.25	302.5
6.25	122.5
131.25	176.25
90	147.5
208.75	263.75
197.5	208.75
345	461.25
360	360
118.75	233.75
165	2.5
177.5	178.75
195	215
105	166.25
72.5	162.5
201.25	220
115	145
122.5	142.5
172.5	191.25
127.5	173.75
151.25	162.5
71.25	271.25
191.25	143.75
260	350
138.75	368.75
195	246.25
216.25	165
150	258.75
280	181.25
277.5	335
357.5	390
153.75	208.75
146.25	382.5
318.75	262.5
393.75	362.5
225	327.5
121.25	145
6.25	285
228.75	301.25
71.25	216.25
116.25	173.75
198.75	255
256.25	337.5
366.25	427.5
182.5	165
206.25	241.25
6.25	272.5
156.25	190
236.25	271.25
167.5	197.5
220	201.25
332.5	350
296.25	311.25
128.75	161.25
101.25	115
217.5	357.5
216.25	271.25
208.75	221.25
183.75	247.5
152.5	172.5
56.25	148.75
193.75	260
116.25	257.5
176.25	148.75
93.75	112.5
206.25	352.5
215	261.25
215	148.75
208.75	411.25
128.75	186.25
213.75	275
116.25	116.25
281.25	225
403.75	462.5
287.5	355
102.5	83.75
242.5	235
148.75	101.25
243.75	337.5
145	145
268.75	356.25
157.5	233.75
118.75	190
175	268.75
385	330
265	270
173.75	111.25
482.5	365
246.25	345
146.25	226.25
248.75	545
136.25	162.5
121.25	142.5
193.75	197.5
133.75	201.25
168.75	243.75
88.75	185
382.5	415
306.25	286.25
288.75	300
227.5	327.5
160	191.25
286.25	577.5
317.5	350
138.75	275
188.75	246.25
140	281.25
190	215
327.5	312.5
3.75	15
215	310
268.75	307.5
122.5	168.75
103.75	102.5
245	325
396.25	406.25
287.5	388.75
287.5	287.5
245	366.25
202.5	157.5
263.75	386.25
210	271.25
250	352.5
546.25	571.25
141.25	100
1400	1411.25
73.75	210
143.75	190
193.75	246.25
146.25	206.25
128.75	120
238.75	368.75
178.75	188.75
71.25	348.75
166.25	167.5
411.25	431.25
283.75	343.75
47.5	140
150	198.75
96.25	181.25
597.5	486.25
113.75	188.75
172.5	163.75
110	395
926.25	987.5
146.25	186.25
170	175
293.75	346.25
130	142.5
7.5	97.5
186.25	306.25
321.25	210
181.25	270
222.5	175
102.5	82.5
83.75	256.25
235	195
193.75	473.75
183.75	292.5
113.75	157.5
177.5	160
240	242.5
188.75	291.25
151.25	252.5
318.75	382.5
211.25	242.5
168.75	195
166.25	273.75
148.75	218.75
63.75	115
348.75	328.75
233.75	243.75
392.5	413.75
137.5	191.25
133.75	185
141.25	283.75
193.75	173.75
145	221.25
392.5	356.25
81.25	177.5
142.5	283.75
357.5	292.5
102.5	147.5
117.5	122.5
138.75	253.75
301.25	402.5
147.5	167.5
242.5	293.75
70	170
306.25	386.25
141.25	213.75
201.25	243.75
226.25	396.25
333.75	391.25
58.75	402.5
223.75	253.75
75	103.75
343.75	413.75
458.75	338.75
286.25	335
232.5	283.75
277.5	390
245	276.25
475	652.5
186.25	307.5
180	200
122.5	122.5
145	197.5
173.75	186.25
81.25	196.25
203.75	253.75
385	395
253.75	256.25
416.25	458.75
220	235
352.5	432.5
167.5	167.5
112.5	132.5
207.5	148.75
43.75	45
151.25	208.75
152.5	278.75
360	373.75
111.25	113.75
142.5	200
355	378.75
163.75	235
140	147.5
96.25	271.25
360	450
192.5	282.5
187.5	200
221.25	208.75
271.25	466.25
140	161.25
105	220
148.75	230
90	92.5
217.5	312.5
56.25	218.75
222.5	272.5
230	290
148.75	150
60	205
251.25	282.5
293.75	257.5
277.5	287.5
402.5	443.75
205	265
166.25	215
476.25	386.25
267.5	317.5
242.5	205
37.5	288.75
187.5	321.25
200	306.25
7.5	57.5
92.5	196.25
7.5	175
105	256.25
417.5	350
262.5	333.75
178.75	340
101.25	153.75
233.75	313.75
292.5	271.25
256.25	382.5
258.75	217.5
131.25	221.25
78.75	191.25
217.5	251.25
140	213.75
255	380
111.25	328.75
138.75	208.75
178.75	267.5
133.75	310
262.5	365
150	160
171.25	256.25
67.5	81.25
163.75	195
140	172.5
147.5	75
58.75	160
245	263.75
498.75	492.5
142.5	135
93.75	208.75
100	182.5
255	287.5
163.75	186.25
145	347.5
93.75	147.5
126.25	253.75
168.75	268.75
102.5	181.25
185	218.75
117.5	187.5
95	233.75
6.25	121.25
33.75	2.5
131.25	167.5
375	471.25
190	261.25
183.75	260
267.5	337.5
297.5	278.75
147.5	211.25
111.25	152.5
185	237.5
336.25	350
135	218.75
257.5	257.5
2.5	7.5
145	282.5
276.25	392.5
256.25	227.5
341.25	401.25
